email	password	first_name	last_name	nickname	postal_code	phone_number	phone_type	to_share
usr677@gt.edu	pass677	Levi	Kohnert	gigantic pipe	31520	4194233309	Work	0
usr678@gt.edu	pass678	Lai	Schmierer	grieving pen	84527	9516929171	Home	0
usr679@gt.edu	pass679	Felix	Stuer	earsplitting price	34771			
usr680@gt.edu	pass680	Arlene	Boulter	trite food	83540	5651033385	Work	0
usr681@gt.edu	pass681	Tracey	Halsey	stupid bird	39427			
usr682@gt.edu	pass682	Earleen	Stimmel	polite earth	66041	9451267673	Work	1
usr683@gt.edu	pass683	Ruthann	Gillian	versed cart	78407			
usr684@gt.edu	pass684	Beckie	Lawler	early cats	33835	3918013392	Work	1
usr685@gt.edu	pass685	Helaine	Vanheusen	chief peace	34292	6872790370	Home	0
usr686@gt.edu	pass686	Raina	Schemmer	hanging sun	14767	6691115317	Mobile	1
usr687@gt.edu	pass687	Lorean	Sahagun	accurate nose	03590	6958695445	Mobile	1
usr688@gt.edu	pass688	Leota	Blackwood	hungry crate	96853	8509307375	Mobile	1
usr689@gt.edu	pass689	Pamella	Butzen	disillusioned crime	48470			
usr690@gt.edu	pass690	Dean	Ragel	picayune stamp	04571			
usr691@gt.edu	pass691	Sharika	Amigon	troubled yak	44256	1107245795	Mobile	1
usr692@gt.edu	pass692	Freeman	Reitler	abiding stranger	67118	7195455302	Home	1
usr693@gt.edu	pass693	Kris	Skursky	quick talk	35661	6908332623	Work	1
usr694@gt.edu	pass694	Marge	Klonowski	kind blood	44179	2403637121	Mobile	0
usr695@gt.edu	pass695	Quentin	Sarao	garrulous crayon	16511			
usr696@gt.edu	pass696	Xochitl	Discipio	endurable ship	80962	5309223265	Home	1
usr697@gt.edu	pass697	Candida	Smith	outrageous wine	57658			
usr698@gt.edu	pass698	Roselle	Daufeldt	stiff riddle	60960	9811957325	Mobile	0
usr699@gt.edu	pass699	Maryann	Ruta	abiding locket	99116	8838836569	Work	0
usr700@gt.edu	pass700	Cammy	Whobrey	wrong furniture	47460	8378427907	Home	0
usr701@gt.edu	pass701	Nickolas	Mcdoniel	trite food	21829	1591586421	Home	1
usr702@gt.edu	pass702	Kristeen	Kitzman	ambitious hate	68742			
usr703@gt.edu	pass703	Ryan	Delasancha	tested songs	35442	7397036307	Mobile	0
usr704@gt.edu	pass704	Malcolm	Storment	polite wine	37846	2976795461	Home	1
usr705@gt.edu	pass705	Kirk	Flosi	humdrum coil	56663	2444670028	Work	0
usr706@gt.edu	pass706	Irma	Acey	sad jam	30029	1768188809	Home	0
usr707@gt.edu	pass707	Gertude	Wiklund	ambitious engine	76869			
usr708@gt.edu	pass708	Sheron	Scipione	encouraging blood	62906	0834812127	Work	0
usr709@gt.edu	pass709	Barrett	Rodenberger	excellent train	65440	2900320778	Mobile	1
usr710@gt.edu	pass710	Lezlie	Ehmann	hideous chalk	28768	1769960694	Work	1
usr711@gt.edu	pass711	Alline	Lapage	lyrical mom	99329	1341906529	Work	0
usr712@gt.edu	pass712	Renea	Bolognia	bitter crook	16159	3829491173	Mobile	0
usr713@gt.edu	pass713	Natalie	Tjepkema	daily coat	52338	1327766898	Home	1
usr714@gt.edu	pass714	Deandrea	Slayton	heady pen	92624			
usr715@gt.edu	pass715	Hubert	Shields	ten creator	07752	3820999303	Home	0
usr716@gt.edu	pass716	Dottie	Vanausdal	slippery coat	59444			
usr717@gt.edu	pass717	Ashlyn	Stimmel	scrawny chalk	71254	7839064069	Work	0
usr718@gt.edu	pass718	Josphine	Cryer	eatable quince	65747			
usr719@gt.edu	pass719	Jettie	Sweigard	towering record	07952			
usr720@gt.edu	pass720	Micaela	Maile	madly tent	71113	7997764397	Work	1
usr721@gt.edu	pass721	Lindsey	Ryser	stiff nut	76301			
usr722@gt.edu	pass722	Raylene	Blackwood	obedient ship	47264			
usr723@gt.edu	pass723	Dyan	Stem	likeable straw	45410	0736601188	Home	1
usr724@gt.edu	pass724	Dulce	Dopico	craven talk	38558			
usr725@gt.edu	pass725	Virgina	Crupi	clever credit	95297	0864969426	Mobile	1
usr726@gt.edu	pass726	Marvel	Cronauer	cheap circle	36110			
usr727@gt.edu	pass727	Mitsue	Lary	apathetic men	44905	2400301676	Mobile	1
usr728@gt.edu	pass728	Fatima	Cartan	abiding houses	44077	9639816956	Mobile	0
usr729@gt.edu	pass729	Fatima	Polidori	abstracted toy	03768			
usr730@gt.edu	pass730	Yolando	Steffensmeier	likeable honey	12159	1089586093	Work	0
usr731@gt.edu	pass731	Helaine	Monterrubio	daily error	38111			
usr732@gt.edu	pass732	Noah	Keener	teeny songs	97062	3285175601	Mobile	1
usr733@gt.edu	pass733	Tarra	Lipke	accurate clam	99202	5206172594	Work	1
usr734@gt.edu	pass734	Lucina	Hochard	versed cart	20552	9640534654	Work	1
usr735@gt.edu	pass735	Mitzie	Dallen	hurried veil	50307			
usr736@gt.edu	pass736	Donette	Newville	sloppy wool	87513			
usr737@gt.edu	pass737	Catalina	Bowley	cute stamp	55807	0332398295	Home	1
usr738@gt.edu	pass738	Ligia	Corrio	adaptable touch	94025	6646899121	Home	1
usr739@gt.edu	pass739	Chantell	Tolfree	evasive pail	88548	9385841501	Work	0
usr740@gt.edu	pass740	Salome	Perin	silent ship	04841	6195466181	Home	0
usr741@gt.edu	pass741	Fletcher	Stoltzman	finicky cart	32040			
usr742@gt.edu	pass742	Valentin	Venere	ruthless dress	91364	1266038418	Home	1
usr743@gt.edu	pass743	Teri	Palaspas	substantial bone	45714	6864400254	Home	0
usr744@gt.edu	pass744	Melodie	Walthall	necessary cows	88314	6916790801	Work	0
usr745@gt.edu	pass745	Glory	Fortino	garrulous harbor	39737	8485490933	Home	0
usr746@gt.edu	pass746	Sue	Hanafan	teeny kick	29624	3294712413	Mobile	1
usr747@gt.edu	pass747	Vallie	Goldammer	makeshift squirrel	29641	6162354411	Home	1
usr748@gt.edu	pass748	Dalene	Perin	powerful library	15660			
usr749@gt.edu	pass749	Erinn	Shealy	endurable afterthought	70186	2380757773	Work	0
usr750@gt.edu	pass750	Oretha	Wardrip	ruthless pets	35238	8654883442	Work	1
usr751@gt.edu	pass751	Pete	Layous	bored achiever	46502			
usr752@gt.edu	pass752	Marguerita	Jayson	cute stamp	02717	3777462642	Work	0
usr753@gt.edu	pass753	Freeman	Heintzman	half coast	18913			
usr754@gt.edu	pass754	Aja	Liukko	nondescript cent	50655	4415314363	Home	1
usr755@gt.edu	pass755	Dierdre	Steier	charming teeth	76053	5330403340	Mobile	1
usr756@gt.edu	pass756	Abel	Rentfro	closed war	82432	6146920276	Work	0
usr757@gt.edu	pass757	Denise	Gleich	milky earth	43080			
usr758@gt.edu	pass758	Gilma	Mallett	healthy grade	17768	9943827234	Home	0
usr759@gt.edu	pass759	Gracia	Rodeigues	foamy pets	15691	3715099256	Work	1
usr760@gt.edu	pass760	Arthur	Waymire	electric sneeze	68626	9692350123	Work	0
usr761@gt.edu	pass761	Kati	Gwalthney	makeshift grain	13211			
usr762@gt.edu	pass762	Izetta	Kitty	obedient grain	02886			
usr763@gt.edu	pass763	Golda	Centini	trite bead	12930	1194607199	Mobile	0
usr764@gt.edu	pass764	Theola	Schoeneck	optimal arm	75110			
usr765@gt.edu	pass765	Sherita	Varriano	hanging toothpaste	78721			
usr766@gt.edu	pass766	Nana	Gillian	incandescent snakes	17601	5921017654	Home	0
usr767@gt.edu	pass767	Timothy	Kusko	long-term slope	26720			
usr768@gt.edu	pass768	Malinda	Butt	smart authority	96857	5293566404	Mobile	1
usr769@gt.edu	pass769	Lorean	Claucherty	absurd drain	20857	0991424849	Home	1
usr770@gt.edu	pass770	Golda	Bilden	dark riddle	56036			
usr771@gt.edu	pass771	Ty	Jurney	secret slope	48051	1853716518	Mobile	0
usr772@gt.edu	pass772	Danica	Weight	glamorous babies	39298			
usr773@gt.edu	pass773	Dottie	Schieler	clever riddle	65102			
usr774@gt.edu	pass774	Judy	Nunlee	gigantic slip	62890	5332365233	Home	0
usr775@gt.edu	pass775	Lili	Klusman	garrulous cats	39483	1083156618	Work	0
usr776@gt.edu	pass776	Joesph	Sarbacher	encouraging clover	45764	5444605759	Mobile	0
usr777@gt.edu	pass777	Candida	Stimmel	furtive cake	87413	2586385386	Work	1
usr778@gt.edu	pass778	Martina	Hagele	thick error	27520	4821271594	Home	0
usr779@gt.edu	pass779	Hermila	Pontoriero	stiff nut	27981	1989959148	Mobile	0
usr780@gt.edu	pass780	Elza	Monterrubio	disillusioned position	37722	3878759175	Home	1
usr781@gt.edu	pass781	Glendora	Karpel	wrong dust	33983	2529643997	Work	0
usr782@gt.edu	pass782	Carey	Yglesias	embarrassed fuel	07201	4906355452	Home	1
usr783@gt.edu	pass783	Cassi	Schieler	ubiquitous jar	72367	7521693227	Work	0
usr784@gt.edu	pass784	Whitley	Parvis	early straw	66733	6973761135	Home	1
usr785@gt.edu	pass785	Ligia	Gellinger	tacit cart	61054	4906273940	Home	0
usr786@gt.edu	pass786	Krissy	Deleo	purring grade	71375	3560011391	Home	0
usr787@gt.edu	pass787	Minna	Lueckenbach	damp seat	37249			
usr788@gt.edu	pass788	Kayleigh	Raymo	sneaky knee	37745	8831084284	Mobile	0
usr789@gt.edu	pass789	Taryn	Frerking	optimal bait	14724	9558401212	Home	1
usr790@gt.edu	pass790	Helga	Parlato	silent sun	66732	1630478287	Home	0
usr791@gt.edu	pass791	Loren	Gleich	polite system	33487	1837794343	Work	0
usr792@gt.edu	pass792	Fabiola	Duenas	remarkable art	65278	1056910908	Home	1
usr793@gt.edu	pass793	Myra	Briddick	splendid children	13209			
usr794@gt.edu	pass794	Ettie	Vizarro	early anger	38722			
usr795@gt.edu	pass795	Candida	Klang	towering wine	49083	9310234660	Mobile	0
usr796@gt.edu	pass796	Samira	Leinenbach	squeamish quince	07974	6329536257	Mobile	0
usr797@gt.edu	pass797	Gertude	Hoa	unruly gold	23434			
usr798@gt.edu	pass798	Reena	Boord	noiseless middle	13808			
usr799@gt.edu	pass799	Blondell	Gehrett	hanging peace	73661	2779625543	Work	1
usr800@gt.edu	pass800	Alline	Ogg	acid believe	59000	0992058650	Home	0
usr801@gt.edu	pass801	Annelle	Hamilton	teeny songs	62817	3522133562	Mobile	0
usr802@gt.edu	pass802	Gearldine	Bartolet	picayune coat	44125	5717263858	Work	0
usr803@gt.edu	pass803	Herminia	Hauenstein	stimulating earth	33027	9417183075	Mobile	0
usr804@gt.edu	pass804	Pete	Centini	thick error	41030			
usr805@gt.edu	pass805	Justine	Perin	eatable kitty	55798	7447683766	Home	1
usr806@gt.edu	pass806	Louisa	Rodeigues	encouraging loaf	58229	8271568033	Work	1
usr807@gt.edu	pass807	Raymon	Hidvegi	secretive seashore	30304	9818178067	Work	1
usr808@gt.edu	pass808	Bernardine	Juhas	glorious quince	58039	8427792469	Home	1
usr809@gt.edu	pass809	Sabra	Zane	fearful pen	17887	6462522330	Mobile	1
usr810@gt.edu	pass810	Joesph	Cartan	spurious apparatus	79699			
usr811@gt.edu	pass811	Meaghan	Palaspas	polite system	28420			
usr812@gt.edu	pass812	Lili	Wiklund	ubiquitous vessel	54948	8872676222	Mobile	0
usr813@gt.edu	pass813	Merilyn	Campain	bitter eye	11378	2115689980	Home	0
usr814@gt.edu	pass814	Dorthy	Claucherty	beneficial chalk	33335			
usr815@gt.edu	pass815	Sherita	Witten	excellent knot	58240	0576309562	Mobile	1
usr816@gt.edu	pass816	Fatima	Jayson	glamorous wine	90241	3115931880	Work	1
usr817@gt.edu	pass817	Kimbery	Kaniecki	habitual seat	71958	1829803575	Home	0
usr818@gt.edu	pass818	Lilli	Shields	bumpy eye	60062			
usr819@gt.edu	pass819	Lenna	Centini	secret slope	01532	2614919029	Mobile	0
usr820@gt.edu	pass820	Quentin	Harnos	hungry crate	15025	5427115660	Mobile	1
usr821@gt.edu	pass821	Bok	Gobern	bitter vegetable	77274	5435378350	Work	1
usr822@gt.edu	pass822	Dorthy	Myricks	guttural side	15754	1746764461	Work	1
usr823@gt.edu	pass823	Ezekiel	Ruta	secret slope	90021	2207880135	Work	0
usr824@gt.edu	pass824	Deandrea	Gillian	rightful coat	20855			
usr825@gt.edu	pass825	Jess	Funnell	acceptable chance	19804	9587033073	Home	1
usr826@gt.edu	pass826	Jerry	Stem	plausible test	38048	8809139434	Home	0
usr827@gt.edu	pass827	Karan	Palaspas	fearful story	62618	1432658506	Mobile	0
usr828@gt.edu	pass828	Tarra	Layous	optimal rat	54913	1950812486	Home	1
usr829@gt.edu	pass829	Caitlin	Dorshorst	tested songs	63107	0677750954	Home	1
usr830@gt.edu	pass830	Jani	Suffield	likeable honey	99725	2366049549	Mobile	0
usr831@gt.edu	pass831	Cammy	Schnitzler	abstracted cats	58035			
usr832@gt.edu	pass832	Myra	Albares	substantial believe	25801	5920181585	Home	1
usr833@gt.edu	pass833	Norah	Baltimore	maniacal dust	85048	2254712881	Home	1
usr834@gt.edu	pass834	Alex	Estell	bitter veil	72199	9978715459	Mobile	1
usr835@gt.edu	pass835	Viola	Manno	excellent low	58484			
usr836@gt.edu	pass836	Krissy	Zagen	wandering spy	14305	9379790423	Work	0
usr837@gt.edu	pass837	Jade	Gobern	accurate nose	19456	0958300545	Home	0
usr838@gt.edu	pass838	Donette	Breland	silent wine	94127	1198531401	Work	1
usr839@gt.edu	pass839	Raul	Gudroe	polite toad	54230	1226769717	Work	0
usr840@gt.edu	pass840	Nan	Reitler	likeable vegetable	90027	1988248143	Work	1
usr841@gt.edu	pass841	Jenelle	Sweely	cool art	78941	1198647591	Mobile	1
usr842@gt.edu	pass842	Izetta	Saulter	halting kick	50682	7815928313	Mobile	1
usr843@gt.edu	pass843	Daren	Ragel	worried selection	75972	4755047655	Mobile	1
usr844@gt.edu	pass844	Kiley	Yori	nondescript harbor	20674	1925373074	Mobile	1
usr845@gt.edu	pass845	Kayleigh	Aredondo	roasted teeth	35570			
usr846@gt.edu	pass846	Viola	Angalich	absurd knot	47591	1419861132	Mobile	0
usr847@gt.edu	pass847	Emerson	Linahan	fuzzy furniture	39341	0231533987	Mobile	0
usr848@gt.edu	pass848	Junita	Ferencz	plausible test	27220	6256731605	Mobile	0
usr849@gt.edu	pass849	Justine	Klusman	trite van	38575	9150055578	Home	1
usr850@gt.edu	pass850	Annelle	Weight	temporary stamp	60015	0401272783	Work	0
usr851@gt.edu	pass851	Mattie	Mauson	massive dress	06786			
usr852@gt.edu	pass852	Dyan	Morasca	special hook	71164	5551734252	Home	0
usr853@gt.edu	pass853	Christiane	Greenbush	sneaky peace	43526			
usr854@gt.edu	pass854	France	Suffield	daily curve	66830	0872871475	Home	0
usr855@gt.edu	pass855	Yolando	Perin	daily form	62255	9770493989	Mobile	1
usr856@gt.edu	pass856	Elouise	Flosi	likeable aunt	98604	3617206482	Mobile	0
usr857@gt.edu	pass857	Josephine	Eschberger	hanging children	02638	3391784999	Home	0
usr858@gt.edu	pass858	Caitlin	Coyier	scrawny book	99166	6872965365	Home	1
usr859@gt.edu	pass859	Mari	Skulski	purring collar	04056	1078296570	Mobile	0
usr860@gt.edu	pass860	Cyril	Mallett	clever credit	98623	4793248501	Home	0
usr861@gt.edu	pass861	Veronika	Sayaphon	worried sneeze	99736	7264250188	Home	1
usr862@gt.edu	pass862	Golda	Foller	sparkling camera	24161			
usr863@gt.edu	pass863	My	Maclead	comfortable sleet	30232			
usr864@gt.edu	pass864	Arminda	Sergi	unbecoming man	29166			
usr865@gt.edu	pass865	Dierdre	Restrepo	cute recess	28638			
usr866@gt.edu	pass866	Herminia	Suell	wonderful sleet	77960			
usr867@gt.edu	pass867	Vallie	Kampa	breezy curve	26651			
usr868@gt.edu	pass868	Tawna	Thyberg	grubby nut	33830	1148614522	Home	1
usr869@gt.edu	pass869	Annelle	Isenhower	obedient teeth	95669	7458293679	Mobile	1
usr870@gt.edu	pass870	Ligia	Denooyer	hanging sun	43524	8667629225	Work	0
usr871@gt.edu	pass871	Vi	Goldammer	worried camera	57741	6651537539	Home	1
usr872@gt.edu	pass872	Kayleigh	Karpin	disagreeable slope	19535	6421559874	Mobile	1
usr873@gt.edu	pass873	Nobuko	Poullion	massive walk	07079	2932150416	Mobile	0
usr874@gt.edu	pass874	Frederica	Sweely	purring toy	43951	7629432933	Work	0
usr875@gt.edu	pass875	Frederica	Ogg	disgusting snakes	32083	1996438922	Home	0
usr876@gt.edu	pass876	Oretha	Sawchuk	pricey grape	16734			
usr877@gt.edu	pass877	Jani	Haufler	thick error	41164	3912352159	Mobile	1
usr878@gt.edu	pass878	Stevie	Goldammer	wonderful burst	20035			
usr879@gt.edu	pass879	Jennie	Regusters	breezy foot	48113	7273752064	Home	0
usr880@gt.edu	pass880	Vincent	Pedrozo	ten umbrella	40376			
usr881@gt.edu	pass881	Xochitl	Menter	tested roll	67584			
usr882@gt.edu	pass882	Ryan	Francescon	barbarous coach	62853			
usr883@gt.edu	pass883	Vincenza	Schmaltz	delicious cannon	48414	4899798222	Work	0
usr884@gt.edu	pass884	James	Suell	material umbrella	67447	8602828498	Mobile	0
usr885@gt.edu	pass885	Dulce	Keneipp	stupid form	07881	9248450278	Home	0
usr886@gt.edu	pass886	Tamar	Jayson	likeable vegetable	34653	9970261746	Mobile	0
usr887@gt.edu	pass887	Nana	Smith	nonstop pets	58627	8143187007	Work	0
usr888@gt.edu	pass888	Thaddeus	Nicolozakes	wonderful hook	34950	0785657483	Work	0
usr889@gt.edu	pass889	Carin	Dickerson	likeable straw	38131			
usr890@gt.edu	pass890	Virgina	Kiel	necessary shape	33061	1848814606	Work	0
usr891@gt.edu	pass891	Weldon	Zagen	splendid snakes	06353			
usr892@gt.edu	pass892	Corinne	Restrepo	same passenger	58752			
usr893@gt.edu	pass893	Carin	Harabedian	furtive clam	48916	3752235975	Work	1
usr894@gt.edu	pass894	Fernanda	Menter	massive walk	87061	6392228010	Work	1
usr895@gt.edu	pass895	Jeanice	Poquette	breezy umbrella	29633			
usr896@gt.edu	pass896	Delmy	Lace	wary duck	45688	3238192601	Mobile	0
usr897@gt.edu	pass897	Rosio	Cousey	mere match	92683	4457639593	Home	0
usr898@gt.edu	pass898	Kallie	Wenzinger	accurate chance	39747	6559986545	Home	0
usr899@gt.edu	pass899	Jolene	Scipione	numberless step	93761			
usr900@gt.edu	pass900	Johnetta	Pelkowski	evasive nut	56710	1997045785	Mobile	1
usr901@gt.edu	pass901	Annabelle	Fortino	absorbing touch	04782			
usr902@gt.edu	pass902	Oretha	Tomblin	polite earth	93706			
usr903@gt.edu	pass903	Glenn	Grenet	embarrassed umbrella	93278			
usr904@gt.edu	pass904	Lezlie	Vanausdal	furtive cake	51246	3237437328	Mobile	1
usr905@gt.edu	pass905	Jacqueline	Restrepo	organic bone	70879	9104085389	Home	0
usr906@gt.edu	pass906	Arlene	Mcdoniel	comfortable straw	29078	2340224543	Work	0
usr907@gt.edu	pass907	Arlene	Gobern	abaft bead	24925	4262591136	Home	1
usr908@gt.edu	pass908	Ozell	Swayze	polite wine	07926	3470179300	Mobile	0
usr909@gt.edu	pass909	Judy	Dinos	acceptable planes	68725	0886700758	Home	0
usr910@gt.edu	pass910	Jaclyn	Neither	acceptable chance	04745	3233742061	Work	0
usr911@gt.edu	pass911	Katina	Yum	faithful duck	74546	6314093406	Mobile	1
usr912@gt.edu	pass912	Salome	Royster	complex price	45734	1645462271	Work	1
usr913@gt.edu	pass913	Casie	Burnard	halting credit	66526	5172411424	Mobile	1
usr914@gt.edu	pass914	Valentine	Setter	disagreeable wine	64671	6746292446	Mobile	1
usr915@gt.edu	pass915	Glenn	Spickerman	ambitious nut	23709	1550760061	Work	1
usr916@gt.edu	pass916	Helaine	Raymo	picayune woman	29528			
usr917@gt.edu	pass917	Hoa	Ennaco	ambitious roll	61024	1136396429	Mobile	0
usr918@gt.edu	pass918	Jaclyn	Dilello	abaft insurance	76862			
usr919@gt.edu	pass919	Junita	Rauser	incredible hook	72952	0456853721	Work	1
usr920@gt.edu	pass920	Lisha	Latzke	capricious jar	80013			
usr921@gt.edu	pass921	Viva	Bilden	poor food	54005			
usr922@gt.edu	pass922	Deonna	Yum	steady ink	02181	6683050173	Home	1
usr923@gt.edu	pass923	Rikki	Mauson	nine health	62983			
usr924@gt.edu	pass924	Noah	Bayless	grubby engine	96816	2710345209	Home	0
usr925@gt.edu	pass925	Becky	Herritt	ceaseless fact	02940	2897998682	Home	1
usr926@gt.edu	pass926	Mari	Boord	mere passenger	21160	9747153560	Home	1
usr927@gt.edu	pass927	Dyan	Gotter	nondescript cent	36762	1160784670	Work	0
usr928@gt.edu	pass928	Nan	Skursky	cool story	32080	7349758326	Home	1
usr929@gt.edu	pass929	France	Maillard	numberless step	17033	1768548708	Mobile	1
usr930@gt.edu	pass930	Bette	Suell	calculating stamp	56748	0786480582	Home	0
usr931@gt.edu	pass931	Gilma	Witten	daily rings	62916			
usr932@gt.edu	pass932	Erick	Hoffis	unruly dress	41004			
usr933@gt.edu	pass933	Rolland	Scheyer	grieving cart	15015	3545428029	Home	0
usr934@gt.edu	pass934	Veronika	Paskin	defiant system	84022	8279121557	Mobile	1
usr935@gt.edu	pass935	Venita	Vinning	lackadaisical slave	58790	1511535800	Work	1
usr936@gt.edu	pass936	Elza	Paa	optimal arm	63626	1115158027	Mobile	0
usr937@gt.edu	pass937	Peggie	Sawchuk	large purpose	89711			
usr938@gt.edu	pass938	Martina	Maisto	eminent war	39662	3147573068	Home	1
usr939@gt.edu	pass939	Olive	Lorens	special hook	34429	1341095273	Mobile	0
usr940@gt.edu	pass940	Mona	Zepp	troubled blow	69201	6149764970	Mobile	1
usr941@gt.edu	pass941	Lili	Giguere	chivalrous slave	79912	0318573761	Work	1
usr942@gt.edu	pass942	Francine	Brachle	cool van	23514	9781633383	Home	1
usr943@gt.edu	pass943	Micaela	Bartolet	grieving slope	68938	1785739820	Work	0
usr944@gt.edu	pass944	Ezekiel	Riopelle	damp letter	40550	0516672003	Work	1
usr945@gt.edu	pass945	Lai	Malet	incredible men	83115	5757627104	Home	0
usr946@gt.edu	pass946	Lavera	Karpin	even war	78240	2669196865	Work	1
usr947@gt.edu	pass947	Paris	Zepp	rude toothpaste	01609	3583974607	Work	1
usr948@gt.edu	pass948	Ligia	Delasancha	tight coast	87581	8824276581	Work	0
usr949@gt.edu	pass949	Shonda	Knipp	long-term bird	36270	0735319164	Home	0
usr950@gt.edu	pass950	Alline	Riden	smart temper	91724	7490326862	Home	1
usr951@gt.edu	pass951	Kimbery	Walthall	outrageous trail	15203	9858828123	Home	0
usr952@gt.edu	pass952	Mitzie	Kines	daffy dime	19033	1831817074	Home	0
usr953@gt.edu	pass953	Britt	Merced	material touch	74104	6249368348	Mobile	0
usr954@gt.edu	pass954	Nichelle	Meinerding	makeshift quince	27809	6813737587	Work	1
usr955@gt.edu	pass955	Georgene	Monarrez	trite stamp	76652			
usr956@gt.edu	pass956	Lemuel	Toelkes	likeable crate	48827	3662207452	Mobile	1
usr957@gt.edu	pass957	Fletcher	Villanueva	wandering yam	26343	5468339554	Mobile	0
usr958@gt.edu	pass958	Dorothy	Reitler	likeable kitty	18232	6114946692	Work	1
usr959@gt.edu	pass959	Galen	Estell	powerful chalk	04401			
usr960@gt.edu	pass960	Felicidad	Slayton	towering wine	44450	3572096268	Mobile	1
usr961@gt.edu	pass961	Martina	Threets	wonderful hook	14133	0664161638	Mobile	0
usr962@gt.edu	pass962	Lenna	Bergesen	humdrum gold	29340			
usr963@gt.edu	pass963	Gayla	Bartolet	apathetic rifle	88346			
usr964@gt.edu	pass964	Janine	Daufeldt	likeable aunt	87517	1183641410	Home	0
usr965@gt.edu	pass965	Gwenn	Syrop	madly spy	83340	0786387430	Home	1
usr966@gt.edu	pass966	Donette	Perin	charming circle	26630	8919292402	Work	0
usr967@gt.edu	pass967	Glendora	Ryser	silent wine	49279	9910957507	Home	1
usr968@gt.edu	pass968	Annmarie	Steier	eatable coat	41730			
usr969@gt.edu	pass969	Catalina	Rodeigues	versed circle	77292	1821438067	Home	0
usr970@gt.edu	pass970	Virgie	Slusarski	long-term credit	12861	1751731639	Mobile	0
usr971@gt.edu	pass971	Kerry	Montezuma	stupid cows	99206	1259364029	Home	1
usr972@gt.edu	pass972	Graciela	Butzen	remarkable circle	15238	9113095170	Work	1
usr973@gt.edu	pass973	Merlyn	Scriven	abaft insurance	14021	7635016352	Mobile	0
usr974@gt.edu	pass974	Valentin	Turinetti	secretive seashore	72204			
usr975@gt.edu	pass975	Roxane	Koppinger	sudden kitty	84771			
usr976@gt.edu	pass976	Helene	Tomblin	guttural coast	37684			
usr977@gt.edu	pass977	Nieves	Myricks	towering battle	39530			
usr978@gt.edu	pass978	Ettie	Hudnall	chief health	72465	2218789128	Work	1
usr979@gt.edu	pass979	Carissa	Ruta	embarrassed authority	30030			
usr980@gt.edu	pass980	Lashandra	Nievas	picayune woman	32317	2302540725	Home	0
usr981@gt.edu	pass981	Valentine	Halsey	eatable coat	24236	7230209973	Work	0
usr982@gt.edu	pass982	Lemuel	Campain	powerful chalk	64160	3665781726	Home	1
usr983@gt.edu	pass983	Alisha	Bubash	polite knee	44417	6494919762	Work	1
usr984@gt.edu	pass984	Samira	Iturbide	condemned battle	62649			
usr985@gt.edu	pass985	Lai	Crupi	glamorous nose	24832	0111156125	Work	1
usr986@gt.edu	pass986	Chau	Kitzman	damp seat	87326	1611038395	Mobile	1
usr987@gt.edu	pass987	Thaddeus	Nabours	acid side	85532	1625201661	Work	0
usr988@gt.edu	pass988	Ezekiel	Vanausdal	clever planes	47702	4294551168	Work	1
usr989@gt.edu	pass989	Donte	Bayless	acid jam	67233			
usr990@gt.edu	pass990	Scarlet	Manno	poor story	19118	5951964553	Mobile	1
usr991@gt.edu	pass991	Fannie	Kannady	rightful coat	16049	6617618468	Mobile	1
usr992@gt.edu	pass992	Viva	Keneipp	eatable error	97701	8563000690	Mobile	0
usr993@gt.edu	pass993	Margart	Pedrozo	encouraging wrench	69029	4643113096	Work	0
usr994@gt.edu	pass994	Glenna	Brachle	excellent cows	02906	6692156381	Mobile	1
usr995@gt.edu	pass995	Herman	Felger	rightful seashore	91103	6232497111	Mobile	0
usr996@gt.edu	pass996	Natalie	Royster	furtive clam	61030	1685703808	Home	0
usr997@gt.edu	pass997	Cecilia	Coyier	halting credit	40380	0817986782	Home	1
usr998@gt.edu	pass998	Glenna	Koppinger	longing children	98833	7316004166	Work	0
usr999@gt.edu	pass999	Malinda	Claucherty	uninterested peace	61360	3687341136	Work	1
